,01CPTAC_LUAD_Proteome_BI_20180515,02CPTAC_LUAD_Proteome_BI_20180518,03CPTAC_LUAD_Proteome_BI_20180521,04CPTAC_LUAD_Proteome_BI_20180524,05CPTAC_LUAD_Proteome_BI_20180527,06CPTAC_LUAD_Proteome_BI_20180530,07CPTAC_LUAD_Proteome_BI_20180602,08CPTAC_LUAD_Proteome_BI_20180606,09CPTAC_LUAD_Proteome_BI_20180620,10CPTAC_LUAD_Proteome_BI_20180626,11CPTAC_LUAD_Proteome_BI_20180905,12CPTAC_LUAD_Proteome_BI_20180912,13CPTAC_LUAD_Proteome_BI_20180629,14CPTAC_LUAD_Proteome_BI_20180711,15CPTAC_LUAD_Proteome_BI_20180714,16CPTAC_LUAD_Proteome_BI_20180718,17CPTAC_LUAD_Proteome_BI_20180720,18CPTAC_LUAD_Proteome_BI_20180726,19CPTAC_LUAD_Proteome_BI_20180730,20CPTAC_LUAD_Proteome_BI_20180809,21CPTAC_LUAD_Proteome_BI_20180817,22CPTAC_LUAD_Proteome_BI_20180820,23CPTAC_LUAD_Proteome_BI_20180822,24CPTAC_LUAD_Proteome_BI_20180829,25CPTAC_LUAD_Proteome_BI_20180901
13CPTAC_LUAD_Proteome_BI_20180629,0.22284288507924052,0.24767299675631138,0.29749368674898474,0.3286443699272977,0.2389606395193844,0.27419428369114407,0.2214970229455154,0.23762031571096173,0.2807927131177232,0.3712103666346979,0.23651740646550606,0.3340796025105256,1.0,0.3194664972507453,0.25725430172790753,0.25457971170416294,0.27843509720792525,0.29927746422067,0.2786489038607577,0.3054197004853969,0.24641248294028603,0.2539919803125652,0.24928133372245567,0.22448898188314212,0.24117144370061055
14CPTAC_LUAD_Proteome_BI_20180711,0.3486365889033682,0.35881073056748364,0.3721227858797498,0.3715623355333198,0.3335993346388252,0.37019209923861807,0.35825811788810336,0.32117766286870614,0.33120655122206555,0.2869115316942065,0.3795021754000237,0.35790433136281324,0.3194664972507453,1.0,0.3789920407111852,0.3834612649767987,0.3864641077384927,0.36262896772059183,0.3787893309183563,0.3617017656769341,0.37814148974632933,0.37957074180325223,0.31397006971406355,0.35712184454390655,0.37292091707576297
15CPTAC_LUAD_Proteome_BI_20180714,0.35352343922812574,0.36010946951515344,0.3401353111947165,0.3238421640745007,0.3451964212352934,0.32368019194784625,0.3373999391285049,0.2843497685408303,0.3282584781907555,0.254406625164347,0.35474136927898314,0.342996119682213,0.25725430172790753,0.3789920407111852,1.0,0.4092538557424781,0.4004009370690394,0.3183832917952403,0.36006646474582166,0.33862671429954583,0.3690996881524155,0.3530032491482764,0.29078074454358294,0.33489288028960407,0.3602916241728305
16CPTAC_LUAD_Proteome_BI_20180718,0.35825246086312024,0.36781394956735364,0.351151650685106,0.32758037244361127,0.31171623538655385,0.31928601312908145,0.34223917312128643,0.31275773644683297,0.3167899800780359,0.2531835229917972,0.3593062739810652,0.3293436139785153,0.25457971170416294,0.3834612649767987,0.4092538557424781,1.0,0.43737848171132576,0.3394656457365236,0.3842471510999825,0.36649160767168776,0.3901032232984774,0.35542386569314804,0.2913555983787794,0.34430398589547123,0.3567368804781629
17CPTAC_LUAD_Proteome_BI_20180720,0.3303660450405824,0.3672586833340023,0.3603852621320406,0.3476483188459511,0.3260250573517378,0.3269816592262696,0.34820279976839064,0.3205483003651872,0.314884566695282,0.2857249254516886,0.3625316938928386,0.34722482745126454,0.27843509720792525,0.3864641077384927,0.4004009370690394,0.43737848171132576,1.0,0.36935720801824173,0.4025567482373821,0.38199461219089,0.39233051943298436,0.3342665747342484,0.3394469645674119,0.34160022030476944,0.35617087646515655
18CPTAC_LUAD_Proteome_BI_20180726,0.3186865310404097,0.34141573666406194,0.35221322748459344,0.35337385755834033,0.3101631371737061,0.330758699067511,0.30323962614531846,0.3032164296337373,0.3017087031251552,0.3060479102765286,0.325002279442823,0.3431039440023719,0.29927746422067,0.36262896772059183,0.3183832917952403,0.3394656457365236,0.36935720801824173,1.0,0.37612516422737524,0.37117373438706236,0.34249349317581435,0.33629174403939754,0.27754624163399,0.33507201136005965,0.31856062786120887
19CPTAC_LUAD_Proteome_BI_20180730,0.3544575517768447,0.36709327117055157,0.3559220797264034,0.3595175033178634,0.33536475607810334,0.35435866840731095,0.35107520862463826,0.3449817683276993,0.29685749843890447,0.2678418127596282,0.36517555696253784,0.3330079403278844,0.2786489038607577,0.3787893309183563,0.36006646474582166,0.3842471510999825,0.4025567482373821,0.37612516422737524,1.0,0.416504314224464,0.3864334518988961,0.38038670173375755,0.33523069096791214,0.3781187908966054,0.36779686091058406
20CPTAC_LUAD_Proteome_BI_20180809,0.332607046080815,0.3630303773585971,0.3913101830996578,0.38882147284120294,0.3339965535162489,0.35232508961767,0.32582385255386237,0.32591865865978825,0.2988982948447769,0.2955158948024239,0.3442341732931475,0.34391244659363746,0.3054197004853969,0.3617017656769341,0.33862671429954583,0.36649160767168776,0.38199461219089,0.37117373438706236,0.416504314224464,1.0,0.37516732139232173,0.33890121585884103,0.32148223954541494,0.35101656325923675,0.33258222687695027
21CPTAC_LUAD_Proteome_BI_20180817,0.37657739565549375,0.3620349024552828,0.3463349475694002,0.32696818137358763,0.35024003344854937,0.34498343076386595,0.3591604258615981,0.3210432192109269,0.30439710897125555,0.23889722347631998,0.36648155220006906,0.3135590944092104,0.24641248294028603,0.37814148974632933,0.3690996881524155,0.3901032232984774,0.39233051943298436,0.34249349317581435,0.3864334518988961,0.37516732139232173,1.0,0.40949452539094666,0.3483214519059873,0.3755938070784218,0.3650798375845351
22CPTAC_LUAD_Proteome_BI_20180820,0.37397310199443423,0.3789169624620174,0.37047950939209756,0.3573985046339426,0.367344142604917,0.34601338552867184,0.35447088920498837,0.36273147491809193,0.30684071581932215,0.2619131371367505,0.34971578439088474,0.33522912313717734,0.2539919803125652,0.37957074180325223,0.3530032491482764,0.35542386569314804,0.3342665747342484,0.33629174403939754,0.38038670173375755,0.33890121585884103,0.40949452539094666,1.0,0.36701104088402603,0.34597030049269156,0.3534164861539953
23CPTAC_LUAD_Proteome_BI_20180822,0.278299867301967,0.3164561840251063,0.3307944026487945,0.34116846483158686,0.32209399369374747,0.29833972022824795,0.2993224409641062,0.3647277181305024,0.2576438132006832,0.2620654778622786,0.2902793369926879,0.2830201654963442,0.24928133372245567,0.31397006971406355,0.29078074454358294,0.2913555983787794,0.3394469645674119,0.27754624163399,0.33523069096791214,0.32148223954541494,0.3483214519059873,0.36701104088402603,1.0,0.27065763334526327,0.2878671939079969
24CPTAC_LUAD_Proteome_BI_20180829,0.35675141973813274,0.34018421403387705,0.32928634077922325,0.3183290344681719,0.30732982529576847,0.3161527323279663,0.3322479318555696,0.2846977986963435,0.28346529958910777,0.21661696201159372,0.3801595782019053,0.31579029456926133,0.22448898188314212,0.35712184454390655,0.33489288028960407,0.34430398589547123,0.34160022030476944,0.33507201136005965,0.3781187908966054,0.35101656325923675,0.3755938070784218,0.34597030049269156,0.27065763334526327,1.0,0.3861784360615991
25CPTAC_LUAD_Proteome_BI_20180901,0.348601894584759,0.37795634425012714,0.34879593260935504,0.329994821429945,0.3226944405131408,0.32343668738432796,0.3819710976604367,0.31158678191964667,0.29958429926410995,0.23491748204033977,0.5180753782570708,0.3225106680522581,0.24117144370061055,0.37292091707576297,0.3602916241728305,0.3567368804781629,0.35617087646515655,0.31856062786120887,0.36779686091058406,0.33258222687695027,0.3650798375845351,0.3534164861539953,0.2878671939079969,0.3861784360615991,1.0
