,01CPTAC_CCRCC_Proteome_JHU_20171007,02CPTAC_CCRCC_Proteome_JHU_20171003,03CPTAC_CCRCC_Proteome_JHU_20171022,04CPTAC_CCRCC_Proteome_JHU_20171026,05CPTAC_CCRCC_Proteome_JHU_20171030,06CPTAC_CCRCC_Proteome_JHU_20171120,07CPTAC_CCRCC_Proteome_JHU_20171127,08CPTAC_CCRCC_Proteome_JHU_20171205,09CPTAC_CCRCC_Proteome_JHU_20171215,10CPTAC_CCRCC_Proteome_JHU_20180119,11CPTAC_CCRCC_Proteome_JHU_20180126,12CPTAC_CCRCC_Proteome_JHU_20180202,13CPTAC_CCRCC_Proteome_JHU_20180215,14CPTAC_CCRCC_Proteome_JHU_20180223,15CPTAC_CCRCC_Proteome_JHU_20180315,16CPTAC_CCRCC_Proteome_JHU_20180322,17CPTAC_CCRCC_Proteome_JHU_20180517,18CPTAC_CCRCC_Proteome_JHU_20180521,19CPTAC_CCRCC_Proteome_JHU_20180526,20CPTAC_CCRCC_Proteome_JHU_20180602,21CPTAC_CCRCC_Proteome_JHU_20180621,22CPTAC_CCRCC_Proteome_JHU_20180625,23CPTAC_CCRCC_Proteome_JHU_20180629
11CPTAC_CCRCC_Proteome_JHU_20180126,0.3632889551025248,0.37476827861346224,0.33793127351749974,0.38676306976782027,0.33227813448293725,0.3979872202928228,0.3887616353593401,0.3670242264955476,0.40153333815828574,0.39561481074087973,1.0,0.43335899574815806,0.4432198079789238,0.48336539791699723,0.4851625517823365,0.47105568252185404,0.3966898672136174,0.4100356519507671,0.2991682962120486,0.2850065128805284,0.4227780085121383,0.4126940957445477,0.40403664423306557
12CPTAC_CCRCC_Proteome_JHU_20180202,0.35218536694951247,0.423902493176912,0.33102705581128555,0.3906752210297218,0.3405629514597116,0.39469590280999517,0.38558225838263205,0.39466258737280696,0.4735444182696745,0.3904153842007373,0.43335899574815806,1.0,0.4277430506764532,0.47661547760738676,0.46795905315627684,0.43214992212894027,0.37798442176407315,0.39935855174903817,0.3109084094522156,0.2907861954160744,0.3871778862682965,0.3770528339907046,0.3780235216611774
13CPTAC_CCRCC_Proteome_JHU_20180215,0.40199595473211497,0.35911385265189066,0.36009612062505364,0.36113287960836987,0.3443402341065017,0.3833089263388703,0.3796140918099121,0.3482800185489166,0.3989362659162103,0.40684562357607434,0.4432198079789238,0.4277430506764532,1.0,0.46481622572946885,0.4217396023323441,0.4487847181585168,0.367166195143852,0.3627194214806695,0.2860620333486057,0.27389872957856276,0.4223668824911549,0.4071773040497331,0.39644858046650105
14CPTAC_CCRCC_Proteome_JHU_20180223,0.3876085193844051,0.4360239817181688,0.3621307719444721,0.4079915349080755,0.3678433715655404,0.4089842836865683,0.40431885569283676,0.41982158884604054,0.4610108905560784,0.3676999990307301,0.48336539791699723,0.47661547760738676,0.46481622572946885,1.0,0.47573100212029534,0.4928801788108631,0.4297632311643621,0.41717672785482063,0.3106089823140489,0.3063093044463741,0.44351652920928847,0.43152165450034496,0.40696039267328077
15CPTAC_CCRCC_Proteome_JHU_20180315,0.39026557830515396,0.4253373389111208,0.3624561943631966,0.4313617205929234,0.37223766453359397,0.44289354650121576,0.42638713800331773,0.3914731906800426,0.4447736205619253,0.3811158968278266,0.4851625517823365,0.46795905315627684,0.4217396023323441,0.47573100212029534,1.0,0.5285079867479925,0.4571298259460189,0.4684685456979977,0.35059515336706015,0.33377328615423324,0.4306903542077942,0.4261740949945323,0.4257798654381057
16CPTAC_CCRCC_Proteome_JHU_20180322,0.38361443857002997,0.4079450402116463,0.3533428703302436,0.41586184391104836,0.37503773451176453,0.4326487753041623,0.4227530974949535,0.38493310636982264,0.40477574985003584,0.36363029567923133,0.47105568252185404,0.43214992212894027,0.4487847181585168,0.4928801788108631,0.5285079867479925,1.0,0.4614445835233296,0.4408660158837317,0.3289985293118988,0.31817224262781424,0.42541236432852597,0.4176592945447703,0.39671802624125474
17CPTAC_CCRCC_Proteome_JHU_20180517,0.35432129502636833,0.4027369303510617,0.34319684410508977,0.39158352290548964,0.36530529700443026,0.4119522834828146,0.41820067619931783,0.37425541961993536,0.3443520124514056,0.33302984754068615,0.3966898672136174,0.37798442176407315,0.367166195143852,0.4297632311643621,0.4571298259460189,0.4614445835233296,1.0,0.5059282957026848,0.3877806906502353,0.3715110668088715,0.3984015948480455,0.4002048461263785,0.3952231862565228
18CPTAC_CCRCC_Proteome_JHU_20180521,0.345946763481095,0.4202800879505856,0.3354906015892318,0.4061050805159953,0.3723282286828651,0.4250170430140254,0.4150723774797051,0.37401521626129064,0.36561113562406766,0.34637991803954254,0.4100356519507671,0.39935855174903817,0.3627194214806695,0.41717672785482063,0.4684685456979977,0.4408660158837317,0.5059282957026848,1.0,0.396570797759919,0.37673552606090166,0.41282814870053663,0.4134095447968263,0.4087253108671265
19CPTAC_CCRCC_Proteome_JHU_20180526,0.2776818177273867,0.33978363979565573,0.2736551649501317,0.3342776848080787,0.31847112525743915,0.33185789167899765,0.32873575284705847,0.31108433758391596,0.2789550056894165,0.30182262000387006,0.2991682962120486,0.3109084094522156,0.2860620333486057,0.3106089823140489,0.35059515336706015,0.3289985293118988,0.3877806906502353,0.396570797759919,1.0,0.44915809836223886,0.32078968969611255,0.31733777251328527,0.31766714410474045
20CPTAC_CCRCC_Proteome_JHU_20180602,0.2754031875193642,0.32663910915669225,0.2755683427444505,0.3344428688402324,0.319844773343862,0.3143974902577674,0.3173092708565461,0.3027807811318513,0.2667976572824831,0.29058642266034396,0.2850065128805284,0.2907861954160744,0.27389872957856276,0.3063093044463741,0.33377328615423324,0.31817224262781424,0.3715110668088715,0.37673552606090166,0.44915809836223886,1.0,0.314141413370044,0.3176645827813485,0.3120008372761214
21CPTAC_CCRCC_Proteome_JHU_20180621,0.38964613942650417,0.3769667232472274,0.38017873006482306,0.38043292998589856,0.3779983345709606,0.37187643341375204,0.36497552824999796,0.35303131447608377,0.38269501016704,0.36248758649290747,0.4227780085121383,0.3871778862682965,0.4223668824911549,0.44351652920928847,0.4306903542077942,0.42541236432852597,0.3984015948480455,0.41282814870053663,0.32078968969611255,0.314141413370044,1.0,0.5449023407381126,0.49315183370010984
22CPTAC_CCRCC_Proteome_JHU_20180625,0.38754030696115693,0.38859171043595,0.3767083928242361,0.38157277114584814,0.3828960330683609,0.36612618774077504,0.36088279234217296,0.3546547425840229,0.38513187919891123,0.3511315066197946,0.4126940957445477,0.3770528339907046,0.4071773040497331,0.43152165450034496,0.4261740949945323,0.4176592945447703,0.4002048461263785,0.4134095447968263,0.31733777251328527,0.3176645827813485,0.5449023407381126,1.0,0.5025527057129197
23CPTAC_CCRCC_Proteome_JHU_20180629,0.38038363586629703,0.36910988074869266,0.3862193398522372,0.35953751511142806,0.3630121036118243,0.35352683226893394,0.35108443220507,0.3396272912064819,0.37923351127293037,0.35785943394147834,0.40403664423306557,0.3780235216611774,0.39644858046650105,0.40696039267328077,0.4257798654381057,0.39671802624125474,0.3952231862565228,0.4087253108671265,0.31766714410474045,0.3120008372761214,0.49315183370010984,0.5025527057129197,1.0
